supersource,count2
http://purl.obolibrary.org/obo/CHEBI_50218,35
http://purl.obolibrary.org/obo/CHEBI_50241,4
http://purl.obolibrary.org/obo/CHEBI_50242,4
http://purl.obolibrary.org/obo/CHEBI_50247,33
http://purl.obolibrary.org/obo/CHEBI_50248,146
http://purl.obolibrary.org/obo/CHEBI_50249,57
http://purl.obolibrary.org/obo/CHEBI_50266,172
http://purl.obolibrary.org/obo/CHEBI_50267,251
http://purl.obolibrary.org/obo/CHEBI_50268,19
http://purl.obolibrary.org/obo/CHEBI_50269,2
http://purl.obolibrary.org/obo/CHEBI_50276,30
http://purl.obolibrary.org/obo/CHEBI_50370,22
http://purl.obolibrary.org/obo/CHEBI_50382,5
http://purl.obolibrary.org/obo/CHEBI_50390,7
http://purl.obolibrary.org/obo/CHEBI_50406,38
http://purl.obolibrary.org/obo/CHEBI_50407,11
http://purl.obolibrary.org/obo/CHEBI_50408,120
http://purl.obolibrary.org/obo/CHEBI_50410,119
http://purl.obolibrary.org/obo/CHEBI_50411,105
http://purl.obolibrary.org/obo/CHEBI_50412,9
http://purl.obolibrary.org/obo/CHEBI_50423,2
http://purl.obolibrary.org/obo/CHEBI_50427,94
http://purl.obolibrary.org/obo/CHEBI_50433,5
http://purl.obolibrary.org/obo/CHEBI_50444,1
http://purl.obolibrary.org/obo/CHEBI_50445,6
http://purl.obolibrary.org/obo/CHEBI_50469,9
http://purl.obolibrary.org/obo/CHEBI_50502,14
http://purl.obolibrary.org/obo/CHEBI_50503,17
http://purl.obolibrary.org/obo/CHEBI_50504,1
http://purl.obolibrary.org/obo/CHEBI_50505,26
http://purl.obolibrary.org/obo/CHEBI_50507,13
http://purl.obolibrary.org/obo/CHEBI_50509,19
http://purl.obolibrary.org/obo/CHEBI_50510,25
http://purl.obolibrary.org/obo/CHEBI_50513,7
http://purl.obolibrary.org/obo/CHEBI_50514,43
http://purl.obolibrary.org/obo/CHEBI_50533,2
http://purl.obolibrary.org/obo/CHEBI_50566,12
http://purl.obolibrary.org/obo/CHEBI_50568,3
http://purl.obolibrary.org/obo/CHEBI_50627,8
http://purl.obolibrary.org/obo/CHEBI_50629,83
http://purl.obolibrary.org/obo/CHEBI_50630,47
http://purl.obolibrary.org/obo/CHEBI_50635,4
http://purl.obolibrary.org/obo/CHEBI_50643,2
http://purl.obolibrary.org/obo/CHEBI_50646,40
http://purl.obolibrary.org/obo/CHEBI_50664,12
http://purl.obolibrary.org/obo/CHEBI_50671,6
http://purl.obolibrary.org/obo/CHEBI_50683,17
http://purl.obolibrary.org/obo/CHEBI_50684,12
http://purl.obolibrary.org/obo/CHEBI_50685,5
http://purl.obolibrary.org/obo/CHEBI_50689,35
http://purl.obolibrary.org/obo/CHEBI_50691,8
http://purl.obolibrary.org/obo/CHEBI_50696,2
http://purl.obolibrary.org/obo/CHEBI_50733,72
http://purl.obolibrary.org/obo/CHEBI_50739,9
http://purl.obolibrary.org/obo/CHEBI_50741,2
http://purl.obolibrary.org/obo/CHEBI_50745,21
http://purl.obolibrary.org/obo/CHEBI_50748,12
http://purl.obolibrary.org/obo/CHEBI_50750,38
http://purl.obolibrary.org/obo/CHEBI_50751,12
http://purl.obolibrary.org/obo/CHEBI_50779,2
http://purl.obolibrary.org/obo/CHEBI_50780,15
http://purl.obolibrary.org/obo/CHEBI_50781,7
http://purl.obolibrary.org/obo/CHEBI_50788,1
http://purl.obolibrary.org/obo/CHEBI_50790,11
http://purl.obolibrary.org/obo/CHEBI_50792,6
http://purl.obolibrary.org/obo/CHEBI_50827,1
http://purl.obolibrary.org/obo/CHEBI_50837,7
http://purl.obolibrary.org/obo/CHEBI_50843,3
http://purl.obolibrary.org/obo/CHEBI_50844,3
http://purl.obolibrary.org/obo/CHEBI_50846,109
http://purl.obolibrary.org/obo/CHEBI_50847,14
http://purl.obolibrary.org/obo/CHEBI_50855,3
http://purl.obolibrary.org/obo/CHEBI_50857,70
http://purl.obolibrary.org/obo/CHEBI_50864,5
http://purl.obolibrary.org/obo/CHEBI_50902,191
http://purl.obolibrary.org/obo/CHEBI_50903,159
http://purl.obolibrary.org/obo/CHEBI_50904,314
http://purl.obolibrary.org/obo/CHEBI_50905,44
http://purl.obolibrary.org/obo/CHEBI_50906,22432
http://purl.obolibrary.org/obo/CHEBI_50908,45
http://purl.obolibrary.org/obo/CHEBI_50909,10
http://purl.obolibrary.org/obo/CHEBI_50910,77
http://purl.obolibrary.org/obo/CHEBI_50912,6
http://purl.obolibrary.org/obo/CHEBI_50913,5
http://purl.obolibrary.org/obo/CHEBI_50914,20
http://purl.obolibrary.org/obo/CHEBI_50916,24
http://purl.obolibrary.org/obo/CHEBI_50919,60
http://purl.obolibrary.org/obo/CHEBI_50925,39
http://purl.obolibrary.org/obo/CHEBI_50926,26
http://purl.obolibrary.org/obo/CHEBI_50927,1
http://purl.obolibrary.org/obo/CHEBI_50949,42
http://purl.obolibrary.org/obo/CHEBI_51039,19
http://purl.obolibrary.org/obo/CHEBI_51060,16
http://purl.obolibrary.org/obo/CHEBI_51061,123
http://purl.obolibrary.org/obo/CHEBI_51065,33
http://purl.obolibrary.org/obo/CHEBI_51068,5
http://purl.obolibrary.org/obo/CHEBI_51076,10
http://purl.obolibrary.org/obo/CHEBI_51086,1272
http://purl.obolibrary.org/obo/CHEBI_51087,18
http://purl.obolibrary.org/obo/CHEBI_51121,564
http://purl.obolibrary.org/obo/CHEBI_51177,33
http://purl.obolibrary.org/obo/CHEBI_51217,551
http://purl.obolibrary.org/obo/CHEBI_51237,2
http://purl.obolibrary.org/obo/CHEBI_51371,91
http://purl.obolibrary.org/obo/CHEBI_51372,96
http://purl.obolibrary.org/obo/CHEBI_51373,14
http://purl.obolibrary.org/obo/CHEBI_51374,46
http://purl.obolibrary.org/obo/CHEBI_51451,5
http://purl.obolibrary.org/obo/CHEBI_51577,1
http://purl.obolibrary.org/obo/CHEBI_52206,16844
http://purl.obolibrary.org/obo/CHEBI_52208,308
http://purl.obolibrary.org/obo/CHEBI_52209,760
http://purl.obolibrary.org/obo/CHEBI_52210,1741
http://purl.obolibrary.org/obo/CHEBI_52211,295
http://purl.obolibrary.org/obo/CHEBI_52214,119
http://purl.obolibrary.org/obo/CHEBI_52215,34
http://purl.obolibrary.org/obo/CHEBI_52216,19
http://purl.obolibrary.org/obo/CHEBI_52217,4711
http://purl.obolibrary.org/obo/CHEBI_52271,1
http://purl.obolibrary.org/obo/CHEBI_52290,9
http://purl.obolibrary.org/obo/CHEBI_52303,2
http://purl.obolibrary.org/obo/CHEBI_52424,74
http://purl.obolibrary.org/obo/CHEBI_52425,24
http://purl.obolibrary.org/obo/CHEBI_52629,47
http://purl.obolibrary.org/obo/CHEBI_52726,24
http://purl.obolibrary.org/obo/CHEBI_52941,1
http://purl.obolibrary.org/obo/CHEBI_52943,2
http://purl.obolibrary.org/obo/CHEBI_53000,644
http://purl.obolibrary.org/obo/CHEBI_53121,4
http://purl.obolibrary.org/obo/CHEBI_53142,1
http://purl.obolibrary.org/obo/CHEBI_53337,2
http://purl.obolibrary.org/obo/CHEBI_53353,1
http://purl.obolibrary.org/obo/CHEBI_53431,1
http://purl.obolibrary.org/obo/CHEBI_53559,15
http://purl.obolibrary.org/obo/CHEBI_53659,1
http://purl.obolibrary.org/obo/CHEBI_53746,5
http://purl.obolibrary.org/obo/CHEBI_53756,43
http://purl.obolibrary.org/obo/CHEBI_53784,37
http://purl.obolibrary.org/obo/CHEBI_55322,31
http://purl.obolibrary.org/obo/CHEBI_55323,11
http://purl.obolibrary.org/obo/CHEBI_55324,35
http://purl.obolibrary.org/obo/CHEBI_55347,6
http://purl.obolibrary.org/obo/CHEBI_55350,8
http://purl.obolibrary.org/obo/CHEBI_55351,1
http://purl.obolibrary.org/obo/CHEBI_59010,6
http://purl.obolibrary.org/obo/CHEBI_59105,2
http://purl.obolibrary.org/obo/CHEBI_59107,20
http://purl.obolibrary.org/obo/CHEBI_59132,172
http://purl.obolibrary.org/obo/CHEBI_59163,50
http://purl.obolibrary.org/obo/CHEBI_59174,119
http://purl.obolibrary.org/obo/CHEBI_59229,2
http://purl.obolibrary.org/obo/CHEBI_5924,78
http://purl.obolibrary.org/obo/CHEBI_59282,13
http://purl.obolibrary.org/obo/CHEBI_59283,3
http://purl.obolibrary.org/obo/CHEBI_59285,7
http://purl.obolibrary.org/obo/CHEBI_59321,4
http://purl.obolibrary.org/obo/CHEBI_59499,2
http://purl.obolibrary.org/obo/CHEBI_59517,36
http://purl.obolibrary.org/obo/CHEBI_59544,13
http://purl.obolibrary.org/obo/CHEBI_59647,4
http://purl.obolibrary.org/obo/CHEBI_59672,4
http://purl.obolibrary.org/obo/CHEBI_59680,2
http://purl.obolibrary.org/obo/CHEBI_59683,30
http://purl.obolibrary.org/obo/CHEBI_59727,3
http://purl.obolibrary.org/obo/CHEBI_59739,3
http://purl.obolibrary.org/obo/CHEBI_59740,3
http://purl.obolibrary.org/obo/CHEBI_59745,14
http://purl.obolibrary.org/obo/CHEBI_59752,1
http://purl.obolibrary.org/obo/CHEBI_59826,20
http://purl.obolibrary.org/obo/CHEBI_59844,3
http://purl.obolibrary.org/obo/CHEBI_59864,24
http://purl.obolibrary.org/obo/CHEBI_59886,2
http://purl.obolibrary.org/obo/CHEBI_59897,10
http://purl.obolibrary.org/obo/CHEBI_59941,7
http://purl.obolibrary.org/obo/CHEBI_59997,29
http://purl.obolibrary.org/obo/CHEBI_60186,7
http://purl.obolibrary.org/obo/CHEBI_60218,20
http://purl.obolibrary.org/obo/CHEBI_60258,246
http://purl.obolibrary.org/obo/CHEBI_60280,2
http://purl.obolibrary.org/obo/CHEBI_60311,3
http://purl.obolibrary.org/obo/CHEBI_60575,31
http://purl.obolibrary.org/obo/CHEBI_60598,45
http://purl.obolibrary.org/obo/CHEBI_60599,38
http://purl.obolibrary.org/obo/CHEBI_60601,12
http://purl.obolibrary.org/obo/CHEBI_60603,13
http://purl.obolibrary.org/obo/CHEBI_60605,10
http://purl.obolibrary.org/obo/CHEBI_60606,38
http://purl.obolibrary.org/obo/CHEBI_60643,34
http://purl.obolibrary.org/obo/CHEBI_60646,1
http://purl.obolibrary.org/obo/CHEBI_60649,1
http://purl.obolibrary.org/obo/CHEBI_60688,1
http://purl.obolibrary.org/obo/CHEBI_60788,2
http://purl.obolibrary.org/obo/CHEBI_60798,36
http://purl.obolibrary.org/obo/CHEBI_60807,11
http://purl.obolibrary.org/obo/CHEBI_60809,32
http://purl.obolibrary.org/obo/CHEBI_60816,4
http://purl.obolibrary.org/obo/CHEBI_60832,25
http://purl.obolibrary.org/obo/CHEBI_60901,3
http://purl.obolibrary.org/obo/CHEBI_61015,12
http://purl.obolibrary.org/obo/CHEBI_61016,13
http://purl.obolibrary.org/obo/CHEBI_61026,1
http://purl.obolibrary.org/obo/CHEBI_61115,38
http://purl.obolibrary.org/obo/CHEBI_61774,1
http://purl.obolibrary.org/obo/CHEBI_61908,64
http://purl.obolibrary.org/obo/CHEBI_61950,6
http://purl.obolibrary.org/obo/CHEBI_61951,17
http://purl.obolibrary.org/obo/CHEBI_61966,5
http://purl.obolibrary.org/obo/CHEBI_62049,2
http://purl.obolibrary.org/obo/CHEBI_62089,1
http://purl.obolibrary.org/obo/CHEBI_62215,11
http://purl.obolibrary.org/obo/CHEBI_62434,42
http://purl.obolibrary.org/obo/CHEBI_62488,45
http://purl.obolibrary.org/obo/CHEBI_62530,1
http://purl.obolibrary.org/obo/CHEBI_62608,1
http://purl.obolibrary.org/obo/CHEBI_62609,1
http://purl.obolibrary.org/obo/CHEBI_62754,2
http://purl.obolibrary.org/obo/CHEBI_62803,6
http://purl.obolibrary.org/obo/CHEBI_62868,55
http://purl.obolibrary.org/obo/CHEBI_62871,1
http://purl.obolibrary.org/obo/CHEBI_62872,5
http://purl.obolibrary.org/obo/CHEBI_62873,2
http://purl.obolibrary.org/obo/CHEBI_62887,1
http://purl.obolibrary.org/obo/CHEBI_62913,9
http://purl.obolibrary.org/obo/CHEBI_62914,2
http://purl.obolibrary.org/obo/CHEBI_62915,1
http://purl.obolibrary.org/obo/CHEBI_63046,74
http://purl.obolibrary.org/obo/CHEBI_63047,8
http://purl.obolibrary.org/obo/CHEBI_63054,11
http://purl.obolibrary.org/obo/CHEBI_63060,3
http://purl.obolibrary.org/obo/CHEBI_63064,4
http://purl.obolibrary.org/obo/CHEBI_63090,3
http://purl.obolibrary.org/obo/CHEBI_63114,4
http://purl.obolibrary.org/obo/CHEBI_63146,1
http://purl.obolibrary.org/obo/CHEBI_63156,1
http://purl.obolibrary.org/obo/CHEBI_63157,1
http://purl.obolibrary.org/obo/CHEBI_63158,1
http://purl.obolibrary.org/obo/CHEBI_63173,1
http://purl.obolibrary.org/obo/CHEBI_63175,12
http://purl.obolibrary.org/obo/CHEBI_63247,17
http://purl.obolibrary.org/obo/CHEBI_63248,22
http://purl.obolibrary.org/obo/CHEBI_63330,1
http://purl.obolibrary.org/obo/CHEBI_63332,7
http://purl.obolibrary.org/obo/CHEBI_63457,12
http://purl.obolibrary.org/obo/CHEBI_63490,26
http://purl.obolibrary.org/obo/CHEBI_63510,13
http://purl.obolibrary.org/obo/CHEBI_63533,6
http://purl.obolibrary.org/obo/CHEBI_63562,6
http://purl.obolibrary.org/obo/CHEBI_63673,5
http://purl.obolibrary.org/obo/CHEBI_63674,3
http://purl.obolibrary.org/obo/CHEBI_63720,4
http://purl.obolibrary.org/obo/CHEBI_63721,3
http://purl.obolibrary.org/obo/CHEBI_63726,122
http://purl.obolibrary.org/obo/CHEBI_63794,3
http://purl.obolibrary.org/obo/CHEBI_63908,1
http://purl.obolibrary.org/obo/CHEBI_63923,2
http://purl.obolibrary.org/obo/CHEBI_63932,3
http://purl.obolibrary.org/obo/CHEBI_63936,1
http://purl.obolibrary.org/obo/CHEBI_63951,8
http://purl.obolibrary.org/obo/CHEBI_63957,4
http://purl.obolibrary.org/obo/CHEBI_63958,7
http://purl.obolibrary.org/obo/CHEBI_63962,24
http://purl.obolibrary.org/obo/CHEBI_63963,4
http://purl.obolibrary.org/obo/CHEBI_64018,9
http://purl.obolibrary.org/obo/CHEBI_64033,4
http://purl.obolibrary.org/obo/CHEBI_64047,199
http://purl.obolibrary.org/obo/CHEBI_64049,16
http://purl.obolibrary.org/obo/CHEBI_64054,9
http://purl.obolibrary.org/obo/CHEBI_64088,1
http://purl.obolibrary.org/obo/CHEBI_64102,1
http://purl.obolibrary.org/obo/CHEBI_64105,2
http://purl.obolibrary.org/obo/CHEBI_64106,22
http://purl.obolibrary.org/obo/CHEBI_64133,12
http://purl.obolibrary.org/obo/CHEBI_64152,27
http://purl.obolibrary.org/obo/CHEBI_64154,4
http://purl.obolibrary.org/obo/CHEBI_64155,4
http://purl.obolibrary.org/obo/CHEBI_64176,4
http://purl.obolibrary.org/obo/CHEBI_64237,1
http://purl.obolibrary.org/obo/CHEBI_64297,1
http://purl.obolibrary.org/obo/CHEBI_64338,2
http://purl.obolibrary.org/obo/CHEBI_64345,11
http://purl.obolibrary.org/obo/CHEBI_64370,1
http://purl.obolibrary.org/obo/CHEBI_64371,1
http://purl.obolibrary.org/obo/CHEBI_64406,2
http://purl.obolibrary.org/obo/CHEBI_64411,1
http://purl.obolibrary.org/obo/CHEBI_64416,1
http://purl.obolibrary.org/obo/CHEBI_64477,3
http://purl.obolibrary.org/obo/CHEBI_64570,1
http://purl.obolibrary.org/obo/CHEBI_64571,6
http://purl.obolibrary.org/obo/CHEBI_64577,8
http://purl.obolibrary.org/obo/CHEBI_64584,10
http://purl.obolibrary.org/obo/CHEBI_64588,1
http://purl.obolibrary.org/obo/CHEBI_64589,2
http://purl.obolibrary.org/obo/CHEBI_64670,2
http://purl.obolibrary.org/obo/CHEBI_64696,20
http://purl.obolibrary.org/obo/CHEBI_64697,7
http://purl.obolibrary.org/obo/CHEBI_64763,3
http://purl.obolibrary.org/obo/CHEBI_64857,14
http://purl.obolibrary.org/obo/CHEBI_64909,257
http://purl.obolibrary.org/obo/CHEBI_64911,37
http://purl.obolibrary.org/obo/CHEBI_64912,75
http://purl.obolibrary.org/obo/CHEBI_64915,188
http://purl.obolibrary.org/obo/CHEBI_64919,1
http://purl.obolibrary.org/obo/CHEBI_64920,1
http://purl.obolibrary.org/obo/CHEBI_64922,5
http://purl.obolibrary.org/obo/CHEBI_64924,13
http://purl.obolibrary.org/obo/CHEBI_64926,8
http://purl.obolibrary.org/obo/CHEBI_64932,10
http://purl.obolibrary.org/obo/CHEBI_64933,24
http://purl.obolibrary.org/obo/CHEBI_64943,13
http://purl.obolibrary.org/obo/CHEBI_64946,186
http://purl.obolibrary.org/obo/CHEBI_64947,108
http://purl.obolibrary.org/obo/CHEBI_64949,6
http://purl.obolibrary.org/obo/CHEBI_64951,14
http://purl.obolibrary.org/obo/CHEBI_64952,20
http://purl.obolibrary.org/obo/CHEBI_64953,17
http://purl.obolibrary.org/obo/CHEBI_64954,1
http://purl.obolibrary.org/obo/CHEBI_64955,1
http://purl.obolibrary.org/obo/CHEBI_64957,2
http://purl.obolibrary.org/obo/CHEBI_64964,18
http://purl.obolibrary.org/obo/CHEBI_64995,3
http://purl.obolibrary.org/obo/CHEBI_64996,10
http://purl.obolibrary.org/obo/CHEBI_65001,11
http://purl.obolibrary.org/obo/CHEBI_65023,51
http://purl.obolibrary.org/obo/CHEBI_65053,2
http://purl.obolibrary.org/obo/CHEBI_65056,1
http://purl.obolibrary.org/obo/CHEBI_65057,2
http://purl.obolibrary.org/obo/CHEBI_65064,1
http://purl.obolibrary.org/obo/CHEBI_65065,1
http://purl.obolibrary.org/obo/CHEBI_65190,36
http://purl.obolibrary.org/obo/CHEBI_65191,19
http://purl.obolibrary.org/obo/CHEBI_65207,20
http://purl.obolibrary.org/obo/CHEBI_65232,12
http://purl.obolibrary.org/obo/CHEBI_65239,1
http://purl.obolibrary.org/obo/CHEBI_65254,1
http://purl.obolibrary.org/obo/CHEBI_65255,24
http://purl.obolibrary.org/obo/CHEBI_65256,9
http://purl.obolibrary.org/obo/CHEBI_65259,10
http://purl.obolibrary.org/obo/CHEBI_65265,6
http://purl.obolibrary.org/obo/CHEBI_66894,2
http://purl.obolibrary.org/obo/CHEBI_66900,5
http://purl.obolibrary.org/obo/CHEBI_66902,4
http://purl.obolibrary.org/obo/CHEBI_66908,4
http://purl.obolibrary.org/obo/CHEBI_66956,47
http://purl.obolibrary.org/obo/CHEBI_66980,4
http://purl.obolibrary.org/obo/CHEBI_66981,33
http://purl.obolibrary.org/obo/CHEBI_66987,8
http://purl.obolibrary.org/obo/CHEBI_66991,14
http://purl.obolibrary.org/obo/CHEBI_66993,7
http://purl.obolibrary.org/obo/CHEBI_67072,4
http://purl.obolibrary.org/obo/CHEBI_67079,581
http://purl.obolibrary.org/obo/CHEBI_67105,5
http://purl.obolibrary.org/obo/CHEBI_67114,7
http://purl.obolibrary.org/obo/CHEBI_67126,4
http://purl.obolibrary.org/obo/CHEBI_67137,1
http://purl.obolibrary.org/obo/CHEBI_67189,1
http://purl.obolibrary.org/obo/CHEBI_67195,1
http://purl.obolibrary.org/obo/CHEBI_67198,6
http://purl.obolibrary.org/obo/CHEBI_67199,5
http://purl.obolibrary.org/obo/CHEBI_67200,3
http://purl.obolibrary.org/obo/CHEBI_67230,2
http://purl.obolibrary.org/obo/CHEBI_67231,3
http://purl.obolibrary.org/obo/CHEBI_67232,3
http://purl.obolibrary.org/obo/CHEBI_67239,36
http://purl.obolibrary.org/obo/CHEBI_67267,5
http://purl.obolibrary.org/obo/CHEBI_67268,22
http://purl.obolibrary.org/obo/CHEBI_68481,14
http://purl.obolibrary.org/obo/CHEBI_68494,41
http://purl.obolibrary.org/obo/CHEBI_68495,241
http://purl.obolibrary.org/obo/CHEBI_68509,1
http://purl.obolibrary.org/obo/CHEBI_68542,2
http://purl.obolibrary.org/obo/CHEBI_68543,1
http://purl.obolibrary.org/obo/CHEBI_68553,1
http://purl.obolibrary.org/obo/CHEBI_68557,3
http://purl.obolibrary.org/obo/CHEBI_68563,8
http://purl.obolibrary.org/obo/CHEBI_68581,7
http://purl.obolibrary.org/obo/CHEBI_68612,8
http://purl.obolibrary.org/obo/CHEBI_68640,2
http://purl.obolibrary.org/obo/CHEBI_68844,6
http://purl.obolibrary.org/obo/CHEBI_70709,3
http://purl.obolibrary.org/obo/CHEBI_70722,26
http://purl.obolibrary.org/obo/CHEBI_70724,1
http://purl.obolibrary.org/obo/CHEBI_70725,1
http://purl.obolibrary.org/obo/CHEBI_70727,71
http://purl.obolibrary.org/obo/CHEBI_70728,11
http://purl.obolibrary.org/obo/CHEBI_70770,6
http://purl.obolibrary.org/obo/CHEBI_70774,8
http://purl.obolibrary.org/obo/CHEBI_70781,23
http://purl.obolibrary.org/obo/CHEBI_70782,12
http://purl.obolibrary.org/obo/CHEBI_70817,1
http://purl.obolibrary.org/obo/CHEBI_70821,6
http://purl.obolibrary.org/obo/CHEBI_70822,4
http://purl.obolibrary.org/obo/CHEBI_70868,38
http://purl.obolibrary.org/obo/CHEBI_70982,1
http://purl.obolibrary.org/obo/CHEBI_70998,4
http://purl.obolibrary.org/obo/CHEBI_71014,2
http://purl.obolibrary.org/obo/CHEBI_71027,1
http://purl.obolibrary.org/obo/CHEBI_71031,17
http://purl.obolibrary.org/obo/CHEBI_71033,1
http://purl.obolibrary.org/obo/CHEBI_71168,1
http://purl.obolibrary.org/obo/CHEBI_71173,1
http://purl.obolibrary.org/obo/CHEBI_71178,1
http://purl.obolibrary.org/obo/CHEBI_71181,4
http://purl.obolibrary.org/obo/CHEBI_71196,4
http://purl.obolibrary.org/obo/CHEBI_71212,3
http://purl.obolibrary.org/obo/CHEBI_71232,10
http://purl.obolibrary.org/obo/CHEBI_71300,577
http://purl.obolibrary.org/obo/CHEBI_71338,3
http://purl.obolibrary.org/obo/CHEBI_71476,10
http://purl.obolibrary.org/obo/CHEBI_71551,1
http://purl.obolibrary.org/obo/CHEBI_71554,8
http://purl.obolibrary.org/obo/CHEBI_71692,12
http://purl.obolibrary.org/obo/CHEBI_71942,4
http://purl.obolibrary.org/obo/CHEBI_71951,1
http://purl.obolibrary.org/obo/CHEBI_72294,4
http://purl.obolibrary.org/obo/CHEBI_72298,2
http://purl.obolibrary.org/obo/CHEBI_72311,1
http://purl.obolibrary.org/obo/CHEBI_72316,5
http://purl.obolibrary.org/obo/CHEBI_72470,1
http://purl.obolibrary.org/obo/CHEBI_72483,1
http://purl.obolibrary.org/obo/CHEBI_72571,3
http://purl.obolibrary.org/obo/CHEBI_72575,6
http://purl.obolibrary.org/obo/CHEBI_72716,4
http://purl.obolibrary.org/obo/CHEBI_72768,8
http://purl.obolibrary.org/obo/CHEBI_72771,5
http://purl.obolibrary.org/obo/CHEBI_72773,1
http://purl.obolibrary.org/obo/CHEBI_72774,1
http://purl.obolibrary.org/obo/CHEBI_72854,2
http://purl.obolibrary.org/obo/CHEBI_73136,2
http://purl.obolibrary.org/obo/CHEBI_73181,2
http://purl.obolibrary.org/obo/CHEBI_73182,7
http://purl.obolibrary.org/obo/CHEBI_73189,1
http://purl.obolibrary.org/obo/CHEBI_73190,9
http://purl.obolibrary.org/obo/CHEBI_73191,2
http://purl.obolibrary.org/obo/CHEBI_73192,27
http://purl.obolibrary.org/obo/CHEBI_73193,7
http://purl.obolibrary.org/obo/CHEBI_73196,4
http://purl.obolibrary.org/obo/CHEBI_73214,6
http://purl.obolibrary.org/obo/CHEBI_73216,78
http://purl.obolibrary.org/obo/CHEBI_73240,42
http://purl.obolibrary.org/obo/CHEBI_73263,5
http://purl.obolibrary.org/obo/CHEBI_73267,4
http://purl.obolibrary.org/obo/CHEBI_73273,6
http://purl.obolibrary.org/obo/CHEBI_73296,7
http://purl.obolibrary.org/obo/CHEBI_73310,2
http://purl.obolibrary.org/obo/CHEBI_73311,5
http://purl.obolibrary.org/obo/CHEBI_73319,1
http://purl.obolibrary.org/obo/CHEBI_73333,6
http://purl.obolibrary.org/obo/CHEBI_73335,5
http://purl.obolibrary.org/obo/CHEBI_73336,11
http://purl.obolibrary.org/obo/CHEBI_73352,1
http://purl.obolibrary.org/obo/CHEBI_73354,1
http://purl.obolibrary.org/obo/CHEBI_73360,2
http://purl.obolibrary.org/obo/CHEBI_73361,2
http://purl.obolibrary.org/obo/CHEBI_73413,2
http://purl.obolibrary.org/obo/CHEBI_73416,2
http://purl.obolibrary.org/obo/CHEBI_73618,1
http://purl.obolibrary.org/obo/CHEBI_73623,1
http://purl.obolibrary.org/obo/CHEBI_73668,2
http://purl.obolibrary.org/obo/CHEBI_73730,2
http://purl.obolibrary.org/obo/CHEBI_73911,1
http://purl.obolibrary.org/obo/CHEBI_73913,19
http://purl.obolibrary.org/obo/CHEBI_73966,2
http://purl.obolibrary.org/obo/CHEBI_74136,5
http://purl.obolibrary.org/obo/CHEBI_74152,4
http://purl.obolibrary.org/obo/CHEBI_74213,4
http://purl.obolibrary.org/obo/CHEBI_74234,2
http://purl.obolibrary.org/obo/CHEBI_74236,4
http://purl.obolibrary.org/obo/CHEBI_74352,2
http://purl.obolibrary.org/obo/CHEBI_74440,14
http://purl.obolibrary.org/obo/CHEBI_74518,11
http://purl.obolibrary.org/obo/CHEBI_74520,1
http://purl.obolibrary.org/obo/CHEBI_74529,4
http://purl.obolibrary.org/obo/CHEBI_74530,4
http://purl.obolibrary.org/obo/CHEBI_74570,1
http://purl.obolibrary.org/obo/CHEBI_74783,20
http://purl.obolibrary.org/obo/CHEBI_74886,3
http://purl.obolibrary.org/obo/CHEBI_74914,2
http://purl.obolibrary.org/obo/CHEBI_74925,9
http://purl.obolibrary.org/obo/CHEBI_74949,1
http://purl.obolibrary.org/obo/CHEBI_75047,7
http://purl.obolibrary.org/obo/CHEBI_75050,105
http://purl.obolibrary.org/obo/CHEBI_75174,2
http://purl.obolibrary.org/obo/CHEBI_75190,1
http://purl.obolibrary.org/obo/CHEBI_75252,6
http://purl.obolibrary.org/obo/CHEBI_75282,10
http://purl.obolibrary.org/obo/CHEBI_75298,1
http://purl.obolibrary.org/obo/CHEBI_75324,4
http://purl.obolibrary.org/obo/CHEBI_75325,8
http://purl.obolibrary.org/obo/CHEBI_75358,2
http://purl.obolibrary.org/obo/CHEBI_75380,3
http://purl.obolibrary.org/obo/CHEBI_75381,5
http://purl.obolibrary.org/obo/CHEBI_75414,2
http://purl.obolibrary.org/obo/CHEBI_75416,7
http://purl.obolibrary.org/obo/CHEBI_75429,1
http://purl.obolibrary.org/obo/CHEBI_75495,1
http://purl.obolibrary.org/obo/CHEBI_75596,85
http://purl.obolibrary.org/obo/CHEBI_75599,1
http://purl.obolibrary.org/obo/CHEBI_75600,10
http://purl.obolibrary.org/obo/CHEBI_75603,48
http://purl.obolibrary.org/obo/CHEBI_75604,28
http://purl.obolibrary.org/obo/CHEBI_75605,1
http://purl.obolibrary.org/obo/CHEBI_75763,8432
http://purl.obolibrary.org/obo/CHEBI_75767,4576
http://purl.obolibrary.org/obo/CHEBI_75768,4069
http://purl.obolibrary.org/obo/CHEBI_75769,10
http://purl.obolibrary.org/obo/CHEBI_75771,1632
http://purl.obolibrary.org/obo/CHEBI_75772,763
http://purl.obolibrary.org/obo/CHEBI_75787,1703
http://purl.obolibrary.org/obo/CHEBI_75835,5
http://purl.obolibrary.org/obo/CHEBI_75968,1
http://purl.obolibrary.org/obo/CHEBI_76022,6
http://purl.obolibrary.org/obo/CHEBI_76206,878
http://purl.obolibrary.org/obo/CHEBI_76219,1
http://purl.obolibrary.org/obo/CHEBI_76395,8
http://purl.obolibrary.org/obo/CHEBI_76413,8
http://purl.obolibrary.org/obo/CHEBI_76414,7
http://purl.obolibrary.org/obo/CHEBI_76498,63
