s,l,lcl
http://purl.obolibrary.org/obo/DRON_00012297,"ENZYMES,DIGESTIVE (PLANT)","enzymes,digestive (plant)"
http://purl.obolibrary.org/obo/DRON_00019343,Epicoccum nigrum extract,epicoccum nigrum extract
http://purl.obolibrary.org/obo/DRON_00019878,epidermophyton floccosum allergenic extract,epidermophyton floccosum allergenic extract
http://purl.obolibrary.org/obo/DRON_00016126,epigallocatechin gallate,epigallocatechin gallate
http://purl.obolibrary.org/obo/DRON_00016928,Epoetin Alfa,epoetin alfa
http://purl.obolibrary.org/obo/DRON_00010699,epoetin beta,epoetin beta
http://purl.obolibrary.org/obo/DRON_00017629,epsiprantel,epsiprantel
http://purl.obolibrary.org/obo/DRON_00829150,eravacycline,eravacycline
http://purl.obolibrary.org/obo/DRON_00865529,erdafitinib,erdafitinib
http://purl.obolibrary.org/obo/DRON_00819890,erenumab,erenumab
http://purl.obolibrary.org/obo/DRON_00014850,Ergot Alkaloids,ergot alkaloids
http://purl.obolibrary.org/obo/DRON_00012853,Ergot preparation,ergot preparation
http://purl.obolibrary.org/obo/DRON_00805113,ertugliflozin,ertugliflozin
http://purl.obolibrary.org/obo/DRON_00014181,Erwinia asparaginase,erwinia asparaginase
http://purl.obolibrary.org/obo/DRON_00018994,Erysimum preparation,erysimum preparation
http://purl.obolibrary.org/obo/DRON_00014855,Erythrosine,erythrosine
http://purl.obolibrary.org/obo/DRON_00018778,Escherichia coli,escherichia coli
http://purl.obolibrary.org/obo/DRON_00014859,ESCHERICHIA COLI ANTIGEN,escherichia coli antigen
http://purl.obolibrary.org/obo/DRON_00015425,Escin,escin
http://purl.obolibrary.org/obo/DRON_00750793,eslicarbazepine,eslicarbazepine
http://purl.obolibrary.org/obo/DRON_00012116,ESTROGENIC SUBSTANCES,estrogenic substances
http://purl.obolibrary.org/obo/DRON_00012429,Estrogens,estrogens
http://purl.obolibrary.org/obo/DRON_00014872,"Estrogens, Conjugated (USP)","estrogens, conjugated (usp)"
http://purl.obolibrary.org/obo/DRON_00017528,"estrogens, conjugated synthetic A","estrogens, conjugated synthetic a"
http://purl.obolibrary.org/obo/DRON_00018859,"estrogens, conjugated synthetic B","estrogens, conjugated synthetic b"
http://purl.obolibrary.org/obo/DRON_00014151,"Estrogens, Esterified (USP)","estrogens, esterified (usp)"
http://purl.obolibrary.org/obo/DRON_00016922,Etanercept,etanercept
http://purl.obolibrary.org/obo/DRON_00763727,eteplirsen,eteplirsen
http://purl.obolibrary.org/obo/DRON_00015434,ethamivan,ethamivan
http://purl.obolibrary.org/obo/DRON_00010713,Ethamsylate,ethamsylate
http://purl.obolibrary.org/obo/DRON_00010714,ethanolamine oleate,ethanolamine oleate
http://purl.obolibrary.org/obo/DRON_00012497,ethaverine,ethaverine
http://purl.obolibrary.org/obo/DRON_00011808,Ethiodized Oil,ethiodized oil
http://purl.obolibrary.org/obo/DRON_00014065,Ethoglucid,ethoglucid
http://purl.obolibrary.org/obo/DRON_00014904,ethoxazene,ethoxazene
http://purl.obolibrary.org/obo/DRON_00014905,ethyl cysteine,ethyl cysteine
http://purl.obolibrary.org/obo/DRON_00015115,ethylnicotinate,ethylnicotinate
http://purl.obolibrary.org/obo/DRON_00014915,Etilefrine,etilefrine
http://purl.obolibrary.org/obo/DRON_00016693,etofenamate,etofenamate
http://purl.obolibrary.org/obo/DRON_00015914,etofylline,etofylline
http://purl.obolibrary.org/obo/DRON_00018727,Eucalyptus extract,eucalyptus extract
http://purl.obolibrary.org/obo/DRON_00750757,Eucalyptus globulus pollen extract,eucalyptus globulus pollen extract
http://purl.obolibrary.org/obo/DRON_00018236,Eucalyptus oil,eucalyptus oil
http://purl.obolibrary.org/obo/DRON_00018314,Euphrasia officinalis preparation,euphrasia officinalis preparation
http://purl.obolibrary.org/obo/DRON_00019409,European honey bee venom protein,european honey bee venom protein
http://purl.obolibrary.org/obo/DRON_00020198,European house dust mite extract,european house dust mite extract
http://purl.obolibrary.org/obo/DRON_00019371,european olive pollen extract,european olive pollen extract
http://purl.obolibrary.org/obo/DRON_00020061,European rabbit hair extract,european rabbit hair extract
http://purl.obolibrary.org/obo/DRON_00020060,European rabbit skin extract,european rabbit skin extract
http://purl.obolibrary.org/obo/DRON_00837845,Eurotium amstelodami allergenic extract,eurotium amstelodami allergenic extract
http://purl.obolibrary.org/obo/DRON_00019897,Eurotium herbariorum extract,eurotium herbariorum extract
http://purl.obolibrary.org/obo/DRON_00019207,Evening primrose extract,evening primrose extract
http://purl.obolibrary.org/obo/DRON_00017616,Evening primrose oil,evening primrose oil
http://purl.obolibrary.org/obo/DRON_00750850,evolocumab,evolocumab
http://purl.obolibrary.org/obo/DRON_00018127,exenatide,exenatide
http://purl.obolibrary.org/obo/DRON_00012931,Eyebright preparation,eyebright preparation
http://purl.obolibrary.org/obo/DRON_00012716,Factor IX,factor ix
http://purl.obolibrary.org/obo/DRON_00750854,factor IX complex,factor ix complex
http://purl.obolibrary.org/obo/DRON_00750765,factor VII,factor vii
http://purl.obolibrary.org/obo/DRON_00013031,Factor VIIa,factor viia
http://purl.obolibrary.org/obo/DRON_00017939,Factor VIII,factor viii
http://purl.obolibrary.org/obo/DRON_00730833,factor VIII (b-domain deleted recombinant) FC fusion protein,factor viii (b-domain deleted recombinant) fc fusion protein
http://purl.obolibrary.org/obo/DRON_00019164,factor VIII (Human),factor viii (human)
http://purl.obolibrary.org/obo/DRON_00013433,Factor XIII,factor xiii
http://purl.obolibrary.org/obo/DRON_00020037,factor XIII (human),factor xiii (human)
http://purl.obolibrary.org/obo/DRON_00019252,false ragweed pollen extract,false ragweed pollen extract
http://purl.obolibrary.org/obo/DRON_00019229,FE HEME POLYPEPTIDE,fe heme polypeptide
http://purl.obolibrary.org/obo/DRON_00017743,febantel,febantel
http://purl.obolibrary.org/obo/DRON_00862672,Fedratinib,fedratinib
http://purl.obolibrary.org/obo/DRON_00018650,Felbinac,felbinac
http://purl.obolibrary.org/obo/DRON_00010752,Fendiline,fendiline
http://purl.obolibrary.org/obo/DRON_00014918,fenethylline,fenethylline
http://purl.obolibrary.org/obo/DRON_00012936,Fennel seed preparation,fennel seed preparation
http://purl.obolibrary.org/obo/DRON_00017129,fenspiride,fenspiride
http://purl.obolibrary.org/obo/DRON_00018800,fenugreek seed meal,fenugreek seed meal
http://purl.obolibrary.org/obo/DRON_00018828,Fenugreek seed preparation,fenugreek seed preparation
http://purl.obolibrary.org/obo/DRON_00018535,FERRIC CACODYLATE,ferric cacodylate
http://purl.obolibrary.org/obo/DRON_00730822,ferric carboxymaltose,ferric carboxymaltose
http://purl.obolibrary.org/obo/DRON_00010762,ferric chloride,ferric chloride
http://purl.obolibrary.org/obo/DRON_00723864,ferric citrate,ferric citrate
http://purl.obolibrary.org/obo/DRON_00013029,"ferric oxide, saccharated","ferric oxide, saccharated"
http://purl.obolibrary.org/obo/DRON_00016233,ferric subsulfate solution,ferric subsulfate solution
http://purl.obolibrary.org/obo/DRON_00017874,ferric sulfate,ferric sulfate
http://purl.obolibrary.org/obo/DRON_00010763,Ferrous Ascorbate,ferrous ascorbate
http://purl.obolibrary.org/obo/DRON_00012636,FERROUS ASPARTATE,ferrous aspartate
http://purl.obolibrary.org/obo/DRON_00020027,Ferrous Asparto Glycinate,ferrous asparto glycinate
http://purl.obolibrary.org/obo/DRON_00020094,ferrous bisglycinate,ferrous bisglycinate
http://purl.obolibrary.org/obo/DRON_00012829,FERROUS CACODYLATE,ferrous cacodylate
http://purl.obolibrary.org/obo/DRON_00014920,ferrous chloride,ferrous chloride
http://purl.obolibrary.org/obo/DRON_00017083,Ferrous glycine sulfate,ferrous glycine sulfate
http://purl.obolibrary.org/obo/DRON_00014749,FERROUS OXALATE,ferrous oxalate
http://purl.obolibrary.org/obo/DRON_00014929,ferrous phosphate,ferrous phosphate
http://purl.obolibrary.org/obo/DRON_00015896,ferrous succinate,ferrous succinate
http://purl.obolibrary.org/obo/DRON_00018131,ferrous sulfate,ferrous sulfate
http://purl.obolibrary.org/obo/DRON_00012851,ferumoxides,ferumoxides
http://purl.obolibrary.org/obo/DRON_00012120,ferumoxsil,ferumoxsil
http://purl.obolibrary.org/obo/DRON_00019410,ferumoxytol,ferumoxytol
http://purl.obolibrary.org/obo/DRON_00010783,feverfew extract,feverfew extract
http://purl.obolibrary.org/obo/DRON_00012121,Fiber,fiber
http://purl.obolibrary.org/obo/DRON_00018213,Fibrinogen,fibrinogen
http://purl.obolibrary.org/obo/DRON_00019204,fibrinogen concentrate (human),fibrinogen concentrate (human)
http://purl.obolibrary.org/obo/DRON_00020275,fibrinolysis inhibitor,fibrinolysis inhibitor
http://purl.obolibrary.org/obo/DRON_00837854,field mushroom allergenic extract,field mushroom allergenic extract
http://purl.obolibrary.org/obo/DRON_00019804,fig allergenic extract,fig allergenic extract
http://purl.obolibrary.org/obo/DRON_00016913,Filgrastim,filgrastim
http://purl.obolibrary.org/obo/DRON_00827260,fish oil (containing omega-3 acids),fish oil (containing omega-3 acids)
http://purl.obolibrary.org/obo/DRON_00019282,fivehorn smotherweed pollen extract,fivehorn smotherweed pollen extract
http://purl.obolibrary.org/obo/DRON_00018802,flavocoxid,flavocoxid
http://purl.obolibrary.org/obo/DRON_00019732,flaxseed allergenic extract,flaxseed allergenic extract
http://purl.obolibrary.org/obo/DRON_00019673,flounder allergenic extract,flounder allergenic extract
http://purl.obolibrary.org/obo/DRON_00017173,Floxacillin,floxacillin
http://purl.obolibrary.org/obo/DRON_00014934,flucloronide,flucloronide
http://purl.obolibrary.org/obo/DRON_00017540,fludarabine,fludarabine
http://purl.obolibrary.org/obo/DRON_00015161,fluocortin butyl ester,fluocortin butyl ester
http://purl.obolibrary.org/obo/DRON_00017557,Fluoride Ion,fluoride ion
http://purl.obolibrary.org/obo/DRON_00014976,flupirtine,flupirtine
http://purl.obolibrary.org/obo/DRON_00015863,Fluprednisolone,fluprednisolone
http://purl.obolibrary.org/obo/DRON_00750810,fluralaner,fluralaner
http://purl.obolibrary.org/obo/DRON_00014099,Fluspirilene,fluspirilene
http://purl.obolibrary.org/obo/DRON_00019224,Follitropin Alfa,follitropin alfa
http://purl.obolibrary.org/obo/DRON_00017673,follitropin beta,follitropin beta
http://purl.obolibrary.org/obo/DRON_00010810,fomivirsen,fomivirsen
http://purl.obolibrary.org/obo/DRON_00015998,fomocain,fomocain
http://purl.obolibrary.org/obo/DRON_00014963,fonazine,fonazine
http://purl.obolibrary.org/obo/DRON_00014085,fosfestrol,fosfestrol
http://purl.obolibrary.org/obo/DRON_00819888,fostamatinib,fostamatinib
http://purl.obolibrary.org/obo/DRON_00018521,Frangula preparation,frangula preparation
http://purl.obolibrary.org/obo/DRON_00831733,fremanezumab,fremanezumab
http://purl.obolibrary.org/obo/DRON_00019329,Fremont cottonwood pollen extract,fremont cottonwood pollen extract
http://purl.obolibrary.org/obo/DRON_00016352,fructooligosaccharide,fructooligosaccharide
http://purl.obolibrary.org/obo/DRON_00016318,FRUIT EXTRACTS,fruit extracts
http://purl.obolibrary.org/obo/DRON_00017512,fumarate,fumarate
http://purl.obolibrary.org/obo/DRON_00014984,Fumitory Extract,fumitory extract
http://purl.obolibrary.org/obo/DRON_00014986,Fursultiamin,fursultiamin
http://purl.obolibrary.org/obo/DRON_00016266,fusafungin,fusafungin
http://purl.obolibrary.org/obo/DRON_00019898,Fusarium compactum extract,fusarium compactum extract
http://purl.obolibrary.org/obo/DRON_00019347,Fusarium extract,fusarium extract
http://purl.obolibrary.org/obo/DRON_00019476,Fusarium oxysporum vasinfectum extract,fusarium oxysporum vasinfectum extract
http://purl.obolibrary.org/obo/DRON_00831735,galcanezumab,galcanezumab
http://purl.obolibrary.org/obo/DRON_00012982,gallium nitrate,gallium nitrate
http://purl.obolibrary.org/obo/DRON_00018796,galsulfase,galsulfase
http://purl.obolibrary.org/obo/DRON_00019315,Gambels oak pollen extract,gambels oak pollen extract
http://purl.obolibrary.org/obo/DRON_00012945,Gamboge,gamboge
http://purl.obolibrary.org/obo/DRON_00020097,gamithromycin,gamithromycin
http://purl.obolibrary.org/obo/DRON_00019217,GAMMA LINOLEIC ACID,gamma linoleic acid
http://purl.obolibrary.org/obo/DRON_00014988,gamma-oryzanol,gamma-oryzanol
http://purl.obolibrary.org/obo/DRON_00012125,Garcinia cambogia preparation,garcinia cambogia preparation
http://purl.obolibrary.org/obo/DRON_00019641,garlic allergenic extract,garlic allergenic extract
http://purl.obolibrary.org/obo/DRON_00018317,GARLIC POWDER,garlic powder
http://purl.obolibrary.org/obo/DRON_00020102,Garlic preparation,garlic preparation
http://purl.obolibrary.org/obo/DRON_00019708,Garrys oak pollen extract,garrys oak pollen extract
http://purl.obolibrary.org/obo/DRON_00013889,Gastric Mucins,gastric mucins
http://purl.obolibrary.org/obo/DRON_00020226,Gemtuzumab ozogamicin,gemtuzumab ozogamicin
http://purl.obolibrary.org/obo/DRON_00730841,Gentamicin,gentamicin
http://purl.obolibrary.org/obo/DRON_00018728,Gentian preparation,gentian preparation
http://purl.obolibrary.org/obo/DRON_00017257,Gentian Violet,gentian violet
http://purl.obolibrary.org/obo/DRON_00019899,Geotrichum candidum allergenic extract,geotrichum candidum allergenic extract
http://purl.obolibrary.org/obo/DRON_00015027,gepefrine,gepefrine
http://purl.obolibrary.org/obo/DRON_00019859,German cockroach allergenic extract,german cockroach allergenic extract
http://purl.obolibrary.org/obo/DRON_00020244,German wasp venom protein,german wasp venom protein
http://purl.obolibrary.org/obo/DRON_00010825,Germanium,germanium
http://purl.obolibrary.org/obo/DRON_00013866,Gestronol,gestronol
http://purl.obolibrary.org/obo/DRON_00020199,giant ragweed pollen extract,giant ragweed pollen extract
http://purl.obolibrary.org/obo/DRON_00019690,giant wild rye pollen extract,giant wild rye pollen extract
http://purl.obolibrary.org/obo/DRON_00841115,Gibberella fujikuroi allergenic extract,gibberella fujikuroi allergenic extract
http://purl.obolibrary.org/obo/DRON_00019642,ginger allergenic extract,ginger allergenic extract
http://purl.obolibrary.org/obo/DRON_00019761,Ginger extract,ginger extract
http://purl.obolibrary.org/obo/DRON_00012126,ginger root,ginger root
http://purl.obolibrary.org/obo/DRON_00016790,Ginkgo biloba extract,ginkgo biloba extract
http://purl.obolibrary.org/obo/DRON_00016359,Ginkgo Biloba Leaf Extract,ginkgo biloba leaf extract
http://purl.obolibrary.org/obo/DRON_00018889,Ginseng Preparation,ginseng preparation
http://purl.obolibrary.org/obo/DRON_00012309,ginseng root,ginseng root
http://purl.obolibrary.org/obo/DRON_00016770,Gitalin,gitalin
http://purl.obolibrary.org/obo/DRON_00867637,givosiran,givosiran
http://purl.obolibrary.org/obo/DRON_00016914,Glatiramer,glatiramer
http://purl.obolibrary.org/obo/DRON_00793501,glecaprevir,glecaprevir
http://purl.obolibrary.org/obo/DRON_00015028,GLICOFOSFOPEPTICAL,glicofosfopeptical
http://purl.obolibrary.org/obo/DRON_00020160,gliocladium allergenic extract,gliocladium allergenic extract
http://purl.obolibrary.org/obo/DRON_00837847,Gliocladium viride allergenic extract,gliocladium viride allergenic extract
http://purl.obolibrary.org/obo/DRON_00012637,gliquidone,gliquidone
http://purl.obolibrary.org/obo/DRON_00017111,glubionate calcium,glubionate calcium
http://purl.obolibrary.org/obo/DRON_00020182,glucarpidase,glucarpidase
http://purl.obolibrary.org/obo/DRON_00015033,Glutaral,glutaral
http://purl.obolibrary.org/obo/DRON_00018978,GLYCERYL MONOLAURATE,glyceryl monolaurate
http://purl.obolibrary.org/obo/DRON_00750781,GLYCERYL PHOSPHATE,glyceryl phosphate
http://purl.obolibrary.org/obo/DRON_00016700,glycol salicylate,glycol salicylate
http://purl.obolibrary.org/obo/DRON_00017840,Glycopyrrolate,glycopyrrolate
http://purl.obolibrary.org/obo/DRON_00827256,glycopyrronium,glycopyrronium
http://purl.obolibrary.org/obo/DRON_00724014,Glycyrrhiza glabra extract,glycyrrhiza glabra extract
http://purl.obolibrary.org/obo/DRON_00014997,Glycyrrhizic Acid,glycyrrhizic acid
http://purl.obolibrary.org/obo/DRON_00019776,goat milk allergenic extract,goat milk allergenic extract
http://purl.obolibrary.org/obo/DRON_00019849,GOLDEN SEAL EXTRACT,golden seal extract
http://purl.obolibrary.org/obo/DRON_00016766,Golden seal root,golden seal root
http://purl.obolibrary.org/obo/DRON_00018369,GOLDEN SEAL ROOT EXTRACT,golden seal root extract
http://purl.obolibrary.org/obo/DRON_00724038,Goldenseal extract,goldenseal extract
http://purl.obolibrary.org/obo/DRON_00018914,Goldenseal preparation,goldenseal preparation
http://purl.obolibrary.org/obo/DRON_00019225,golimumab,golimumab
http://purl.obolibrary.org/obo/DRON_00020150,gonadotropin releasing factor analog-diphtheria toxoid conjugate,gonadotropin releasing factor analog-diphtheria toxoid conjugate
http://purl.obolibrary.org/obo/DRON_00019812,goose allergenic extract,goose allergenic extract
http://purl.obolibrary.org/obo/DRON_00019580,goose feather extract,goose feather extract
http://purl.obolibrary.org/obo/DRON_00018738,Gotu Kola Extract,gotu kola extract
